woj,pow,rok,keso,liczba_proc_nk_a,liczba_proc_nk_c,rodziny_wszczete,liczba_osob_ogol,liczba_osob_kobiety,liczba_osob_mezczyzni,liczba_osob_dzieci
dolnośląskie,bolesławiecki,2023,300201011000,42,181.0,383.0,493.0,294.0,95.0,104.0
dolnośląskie,dzierżoniowski,2023,300202011000,65,132.0,291.0,402.0,216.0,26.0,160.0
dolnośląskie,górowski,2023,300204013000,23,56.0,125.0,273.0,211.0,23.0,39.0
dolnośląskie,głogowski,2023,200203000000,36,199.0,428.0,770.0,333.0,72.0,365.0
dolnośląskie,jaworski,2023,300205023000,12,59.0,119.0,123.0,93.0,8.0,22.0
dolnośląskie,kamiennogórski,2023,300207011000,26,137.0,171.0,285.0,130.0,27.0,128.0
dolnośląskie,karkonoski,2023,300206052000,41,83.0,165.0,195.0,111.0,23.0,61.0
dolnośląskie,kłodzki,2023,300208063000,53,312.0,465.0,500.0,275.0,52.0,173.0
dolnośląskie,legnicki,2023,300209011000,10,94.0,144.0,236.0,145.0,15.0,76.0
dolnośląskie,lubański,2023,300210033000,21,86.0,127.0,196.0,91.0,22.0,83.0
dolnośląskie,lubiński,2023,300211011000,60,172.0,429.0,620.0,348.0,66.0,206.0
dolnośląskie,lwówecki,2023,300212013000,18,94.0,145.0,260.0,120.0,29.0,111.0
dolnośląskie,m. Jelenia Góra,2023,250261011000,32,55.0,190.0,198.0,105.0,39.0,54.0
dolnośląskie,m. Legnica,2023,250262011000,49,90.0,358.0,531.0,293.0,38.0,200.0
dolnośląskie,m. Wałbrzych,2023,250265011000,61,155.0,424.0,476.0,286.0,25.0,165.0
dolnośląskie,m. Wrocław,2023,250264011000,264,624.0,2350.0,4223.0,1931.0,592.0,1700.0
dolnośląskie,milicki,2023,300213012000,8,54.0,70.0,79.0,54.0,9.0,16.0
dolnośląskie,oleśnicki,2023,300214023000,66,132.0,283.0,503.0,236.0,93.0,174.0
dolnośląskie,oławski,2023,300215022000,34,94.0,224.0,461.0,194.0,101.0,166.0
dolnośląskie,polkowicki,2023,300216013000,31,145.0,288.0,525.0,314.0,34.0,177.0
dolnośląskie,strzeliński,2023,300217012000,30,47.0,146.0,340.0,140.0,46.0,154.0
dolnośląskie,trzebnicki,2023,300220013000,33,266.0,370.0,357.0,216.0,34.0,107.0
dolnośląskie,wałbrzyski,2023,300221011000,53,88.0,149.0,234.0,125.0,20.0,89.0
dolnośląskie,wołowski,2023,300222013000,12,79.0,83.0,114.0,57.0,7.0,50.0
dolnośląskie,wrocławski,2023,300223012000,59,297.0,557.0,804.0,417.0,136.0,251.0
dolnośląskie,zgorzelecki,2023,300225033000,25,110.0,228.0,316.0,145.0,55.0,116.0
dolnośląskie,ząbkowicki,2023,300224013000,13,126.0,164.0,308.0,134.0,73.0,101.0
dolnośląskie,złotoryjski,2023,300226032000,7,74.0,128.0,292.0,112.0,76.0,104.0
dolnośląskie,średzki,2023,300218012000,18,75.0,200.0,160.0,81.0,25.0,54.0
dolnośląskie,świdnicki,2023,300219032000,76,392.0,644.0,950.0,573.0,101.0,276.0
kujawsko - pomorskie,aleksandrowski,2023,200401000000,19,74.0,101.0,180.0,83.0,11.0,86.0
kujawsko - pomorskie,brodnicki,2023,300402022000,26,168.0,224.0,367.0,181.0,23.0,163.0
kujawsko - pomorskie,bydgoski,2023,300403012000,73,215.0,297.0,648.0,243.0,113.0,292.0
kujawsko - pomorskie,chełmiński,2023,200404000000,24,121.0,173.0,276.0,154.0,32.0,90.0
kujawsko - pomorskie,golubsko-dobrzyński,2023,300405022000,21,89.0,165.0,220.0,114.0,24.0,82.0
kujawsko - pomorskie,grudziądzki,2023,300406012000,9,79.0,79.0,145.0,65.0,7.0,73.0
kujawsko - pomorskie,inowrocławski,2023,300407022000,70,210.0,397.0,690.0,318.0,57.0,315.0
kujawsko - pomorskie,lipnowski,2023,300408022000,16,96.0,118.0,206.0,88.0,17.0,101.0
kujawsko - pomorskie,m. Bydgoszcz,2023,250461011000,32,442.0,676.0,949.0,570.0,61.0,318.0
kujawsko - pomorskie,m. Grudziądz,2023,250462011000,73,82.0,402.0,806.0,320.0,41.0,445.0
kujawsko - pomorskie,m. Toruń,2023,250463011000,50,318.0,318.0,384.0,233.0,40.0,111.0
kujawsko - pomorskie,m. Włocławek,2023,250464011000,67,228.0,409.0,539.0,341.0,73.0,125.0
kujawsko - pomorskie,mogileński,2023,300409012000,6,51.0,67.0,109.0,61.0,8.0,40.0
kujawsko - pomorskie,nakielski,2023,300410013000,32,169.0,264.0,398.0,173.0,56.0,169.0
kujawsko - pomorskie,radziejowski,2023,300411022000,17,57.0,57.0,136.0,57.0,40.0,39.0
kujawsko - pomorskie,rypiński,2023,300412022000,1,41.0,64.0,99.0,54.0,7.0,38.0
kujawsko - pomorskie,sępoleński,2023,300413013000,37,138.0,158.0,345.0,141.0,49.0,155.0
kujawsko - pomorskie,toruński,2023,300415011000,29,119.0,171.0,270.0,127.0,12.0,131.0
kujawsko - pomorskie,tucholski,2023,300416012000,37,87.0,108.0,194.0,101.0,7.0,86.0
kujawsko - pomorskie,wąbrzeski,2023,300417022000,26,21.0,58.0,107.0,33.0,8.0,66.0
kujawsko - pomorskie,włocławski,2023,300418022000,23,116.0,185.0,306.0,147.0,36.0,123.0
kujawsko - pomorskie,świecki,2023,300414012000,33,123.0,210.0,381.0,160.0,39.0,182.0
kujawsko - pomorskie,żniński,2023,300419013000,46,183.0,255.0,499.0,229.0,60.0,210.0
lubelskie,bialski,2023,200601000000,40,161.0,270.0,393.0,233.0,45.0,115.0
lubelskie,biłgorajski,2023,300602022000,33,154.0,200.0,404.0,189.0,68.0,147.0
lubelskie,chełmski,2023,300603022000,18,73.0,142.0,235.0,131.0,13.0,91.0
lubelskie,chełmski,2023,300606082000,9,13.0,33.0,44.0,19.0,3.0,22.0
lubelskie,hrubieszowski,2023,300604022000,13,66.0,142.0,202.0,126.0,22.0,54.0
lubelskie,janowski,2023,300605012000,5,109.0,104.0,173.0,110.0,30.0,33.0
lubelskie,krasnostawski,2023,300606022000,24,83.0,117.0,153.0,87.0,19.0,47.0
lubelskie,kraśnicki,2023,300607023000,22,78.0,134.0,220.0,137.0,26.0,57.0
lubelskie,lubartowski,2023,300608022000,38,147.0,223.0,370.0,186.0,21.0,163.0
lubelskie,lubelski,2023,300609013000,57,198.0,390.0,571.0,286.0,51.0,234.0
lubelskie,m. Biała Podlaska,2023,250661011000,13,103.0,168.0,338.0,148.0,11.0,179.0
lubelskie,m. Chełm,2023,250662011000,21,55.0,131.0,167.0,96.0,10.0,61.0
lubelskie,m. Lublin,2023,250663011000,129,672.0,1000.0,1348.0,811.0,117.0,420.0
lubelskie,m. Zamość,2023,250664011000,4,51.0,181.0,219.0,162.0,23.0,34.0
lubelskie,opolski,2023,300612012000,55,159.0,218.0,362.0,201.0,51.0,110.0
lubelskie,parczewski,2023,300613012000,15,42.0,86.0,109.0,63.0,13.0,33.0
lubelskie,puławski,2023,300614022000,78,239.0,374.0,566.0,332.0,65.0,169.0
lubelskie,radzyński,2023,300615022000,40,69.0,91.0,180.0,104.0,26.0,50.0
lubelskie,rycki,2023,300616011000,16,106.0,141.0,242.0,127.0,23.0,92.0
lubelskie,tomaszowski,2023,300618022000,28,60.0,111.0,244.0,98.0,25.0,121.0
lubelskie,włodawski,2023,300619022000,6,39.0,94.0,129.0,85.0,13.0,31.0
lubelskie,zamojski,2023,300620012000,18,123.0,234.0,477.0,222.0,58.0,197.0
lubelskie,łukowski,2023,300611032000,13,178.0,267.0,556.0,251.0,50.0,255.0
lubelskie,łęczyński,2023,300610012000,45,96.0,221.0,342.0,204.0,47.0,91.0
lubelskie,świdnicki,2023,300617022000,27,171.0,228.0,474.0,199.0,80.0,195.0
lubuskie,gorzowski,2023,300801022000,13,105.0,156.0,153.0,103.0,21.0,29.0
lubuskie,krośnieński,2023,300802022000,19,62.0,93.0,219.0,110.0,42.0,67.0
lubuskie,m. Gorzów Wielkopolski,2023,250861011000,44,227.0,331.0,632.0,268.0,38.0,326.0
lubuskie,m. Zielona Góra,2023,250862011000,191,188.0,680.0,1258.0,451.0,62.0,745.0
lubuskie,międzyrzecki,2023,300803012000,29,166.0,262.0,766.0,308.0,259.0,199.0
lubuskie,nowosolski,2023,300804023000,48,254.0,342.0,422.0,260.0,57.0,105.0
lubuskie,strzelecko-drezdenecki,2023,300806013000,37,200.0,162.0,275.0,134.0,63.0,78.0
lubuskie,sulęciński,2023,300807012000,7,21.0,82.0,99.0,65.0,14.0,20.0
lubuskie,słubicki,2023,300805013000,5,38.0,77.0,84.0,54.0,9.0,21.0
lubuskie,wschowski,2023,300812013000,11,102.0,112.0,150.0,83.0,29.0,38.0
lubuskie,zielonogórski,2023,300809013000,51,178.0,250.0,477.0,226.0,102.0,149.0
lubuskie,świebodziński,2023,300808012000,20,78.0,121.0,303.0,117.0,88.0,98.0
lubuskie,żagański,2023,300810032000,28,105.0,174.0,243.0,116.0,49.0,78.0
lubuskie,żarski,2023,300811032000,96,110.0,243.0,365.0,182.0,40.0,143.0
mazowieckie,białobrzeski,2023,301401013000,0,66.0,96.0,128.0,82.0,16.0,30.0
mazowieckie,ciechanowski,2023,201402000000,12,321.0,420.0,467.0,378.0,51.0,38.0
mazowieckie,garwoliński,2023,301403032000,17,195.0,348.0,499.0,307.0,59.0,133.0
mazowieckie,gostyniński,2023,301404011000,5,57.0,84.0,122.0,60.0,23.0,39.0
mazowieckie,grodziski,2023,301405021000,46,117.0,186.0,239.0,121.0,13.0,105.0
mazowieckie,grójecki,2023,301406012000,23,133.0,235.0,284.0,170.0,36.0,78.0
mazowieckie,kozienicki,2023,301407032000,8,89.0,256.0,342.0,234.0,52.0,56.0
mazowieckie,legionowski,2023,301408022000,33,202.0,313.0,438.0,252.0,69.0,117.0
mazowieckie,lipski,2023,301409012000,1,48.0,91.0,156.0,121.0,34.0,1.0
mazowieckie,m. Ostrołęka,2023,251461011000,11,81.0,138.0,138.0,101.0,11.0,26.0
mazowieckie,m. Płock,2023,251462011000,64,236.0,435.0,517.0,372.0,51.0,94.0
mazowieckie,m. Radom,2023,251463011000,45,567.0,1617.0,1617.0,1337.0,198.0,82.0
mazowieckie,m. Siedlce,2023,251464011000,32,76.0,172.0,219.0,118.0,36.0,65.0
mazowieckie,m. st. Warszawa,2023,301465128000,473,1530.0,3963.0,6672.0,2971.0,639.0,3062.0
mazowieckie,makowski,2023,301411022000,5,64.0,110.0,155.0,88.0,27.0,40.0
mazowieckie,miński,2023,301412042000,76,200.0,406.0,530.0,367.0,47.0,116.0
mazowieckie,mławski,2023,301413022000,18,108.0,248.0,321.0,190.0,29.0,102.0
mazowieckie,nowodworski,2023,301414011000,16,141.0,247.0,297.0,203.0,25.0,69.0
mazowieckie,ostrowski,2023,301416022000,8,91.0,177.0,184.0,150.0,24.0,10.0
mazowieckie,ostrołęcki,2023,301415042000,25,136.0,213.0,291.0,184.0,40.0,67.0
mazowieckie,otwocki,2023,301417032000,41,108.0,300.0,375.0,241.0,49.0,85.0
mazowieckie,piaseczyński,2023,301418013000,84,255.0,504.0,757.0,402.0,95.0,260.0
mazowieckie,pruszkowski,2023,301421033000,50,151.0,280.0,386.0,211.0,66.0,109.0
mazowieckie,przasnyski,2023,301422023000,8,74.0,151.0,194.0,131.0,14.0,49.0
mazowieckie,przysuski,2023,301423012000,1,33.0,65.0,69.0,57.0,10.0,2.0
mazowieckie,pułtuski,2023,301424012000,3,72.0,126.0,152.0,111.0,12.0,29.0
mazowieckie,płocki,2023,301419132000,170,283.0,435.0,679.0,369.0,102.0,208.0
mazowieckie,płoński,2023,301420032000,15,157.0,288.0,315.0,250.0,29.0,36.0
mazowieckie,radomski,2023,301425022000,30,263.0,512.0,752.0,446.0,94.0,212.0
mazowieckie,siedlecki,2023,301426012000,23,118.0,204.0,293.0,174.0,45.0,74.0
mazowieckie,sierpecki,2023,301427022000,5,71.0,139.0,155.0,120.0,13.0,22.0
mazowieckie,sochaczewski,2023,301428022000,30,189.0,389.0,519.0,365.0,70.0,84.0
mazowieckie,sokołowski,2023,301429022000,6,92.0,193.0,255.0,174.0,33.0,48.0
mazowieckie,szydłowiecki,2023,301430012000,5,54.0,121.0,125.0,91.0,18.0,16.0
mazowieckie,warszawski zachodni,2023,301432072000,29,109.0,221.0,295.0,184.0,29.0,82.0
mazowieckie,wołomiński,2023,301434052000,150,385.0,674.0,1032.0,577.0,79.0,376.0
mazowieckie,wyszkowski,2023,301435022000,54,169.0,322.0,405.0,192.0,45.0,168.0
mazowieckie,węgrowski,2023,301433022000,25,116.0,207.0,231.0,184.0,15.0,32.0
mazowieckie,zwoleński,2023,301436012000,11,45.0,100.0,123.0,91.0,14.0,18.0
mazowieckie,łosicki,2023,301410012000,11,55.0,83.0,130.0,73.0,17.0,40.0
mazowieckie,żuromiński,2023,301437013000,8,36.0,74.0,76.0,71.0,3.0,2.0
mazowieckie,żyrardowski,2023,301438023000,43,66.0,159.0,201.0,128.0,23.0,50.0
małopolskie,bocheński,2023,201201000000,44,167.0,235.0,339.0,170.0,41.0,128.0
małopolskie,brzeski,2023,301202012000,42,217.0,276.0,364.0,242.0,35.0,87.0
małopolskie,chrzanowski,2023,301203013000,72,187.0,254.0,351.0,194.0,12.0,145.0
małopolskie,dąbrowski,2023,301204012000,13,116.0,141.0,221.0,121.0,38.0,62.0
małopolskie,gorlicki,2023,301205023000,17,101.0,195.0,334.0,175.0,30.0,129.0
małopolskie,krakowski,2023,301206012000,148,413.0,604.0,1136.0,512.0,163.0,461.0
małopolskie,limanowski,2023,301207032000,25,195.0,275.0,536.0,263.0,39.0,234.0
małopolskie,m. Kraków,2023,251261011000,406,1062.0,1355.0,1915.0,1009.0,184.0,722.0
małopolskie,m. Nowy Sącz,2023,251262011000,28,72.0,189.0,304.0,163.0,45.0,96.0
małopolskie,m. Tarnów,2023,251263011000,53,159.0,345.0,566.0,213.0,40.0,313.0
małopolskie,miechowski,2023,301208012000,10,71.0,91.0,149.0,78.0,13.0,58.0
małopolskie,myślenicki,2023,301209013000,50,151.0,227.0,347.0,190.0,25.0,132.0
małopolskie,nowosądecki,2023,301210022000,48,313.0,430.0,759.0,373.0,56.0,330.0
małopolskie,nowotarski,2023,301211032000,36,252.0,340.0,699.0,316.0,82.0,301.0
małopolskie,olkuski,2023,301212032000,35,278.0,379.0,669.0,351.0,78.0,240.0
małopolskie,oświęcimski,2023,301213023000,71,210.0,314.0,477.0,248.0,40.0,189.0
małopolskie,proszowicki,2023,301214012000,10,43.0,84.0,129.0,62.0,14.0,53.0
małopolskie,suski,2023,301215032000,34,97.0,151.0,319.0,130.0,32.0,157.0
małopolskie,tarnowski,2023,301216112000,23,230.0,368.0,586.0,323.0,58.0,205.0
małopolskie,tatrzański,2023,301217022000,11,52.0,105.0,193.0,118.0,18.0,57.0
małopolskie,wadowicki,2023,301218013000,52,211.0,322.0,606.0,292.0,42.0,272.0
małopolskie,wielicki,2023,301219012000,91,104.0,361.0,624.0,219.0,102.0,303.0
opolskie,brzeski,2023,301601011000,60,121.0,180.0,443.0,222.0,23.0,198.0
opolskie,głubczycki,2023,301602013000,7,76.0,102.0,220.0,93.0,20.0,107.0
opolskie,kluczborski,2023,301604013000,40,108.0,143.0,249.0,116.0,10.0,123.0
opolskie,krapkowicki,2023,301605013000,28,104.0,153.0,340.0,113.0,21.0,206.0
opolskie,kędzierzyńsko-kozielski,2023,301603022000,44,118.0,203.0,383.0,162.0,28.0,193.0
opolskie,m. Opole,2023,251661011000,25,144.0,288.0,336.0,234.0,29.0,73.0
opolskie,namysłowski,2023,301606012000,25,53.0,123.0,239.0,115.0,19.0,105.0
opolskie,nyski,2023,301607013000,73,236.0,458.0,849.0,320.0,41.0,488.0
opolskie,oleski,2023,301608013000,7,66.0,89.0,212.0,80.0,20.0,112.0
opolskie,opolski,2023,301609012000,45,143.0,207.0,438.0,164.0,41.0,233.0
opolskie,prudnicki,2023,301610013000,19,91.0,154.0,351.0,172.0,30.0,149.0
opolskie,strzelecki,2023,301611012000,25,90.0,131.0,251.0,117.0,23.0,111.0
podkarpackie,bieszczadzki,2023,201801000000,13,35.0,63.0,124.0,70.0,19.0,35.0
podkarpackie,brzozowski,2023,201802000000,17,69.0,97.0,185.0,108.0,20.0,57.0
podkarpackie,dębicki,2023,301803023000,24,181.0,266.0,526.0,244.0,48.0,234.0
podkarpackie,jarosławski,2023,301804032000,17,106.0,218.0,243.0,145.0,17.0,81.0
podkarpackie,jasielski,2023,301805022000,61,300.0,327.0,557.0,297.0,67.0,193.0
podkarpackie,kolbuszowski,2023,301806012000,20,89.0,183.0,277.0,165.0,17.0,95.0
podkarpackie,krośnieński,2023,301807012000,34,251.0,275.0,480.0,244.0,69.0,167.0
podkarpackie,leski,2023,301821012000,12,14.0,53.0,84.0,54.0,8.0,22.0
podkarpackie,leżajski,2023,301808022000,12,129.0,194.0,307.0,174.0,18.0,115.0
podkarpackie,lubaczowski,2023,301809023000,24,53.0,93.0,140.0,81.0,8.0,51.0
podkarpackie,m. Krosno,2023,251861011000,30,40.0,143.0,138.0,112.0,14.0,12.0
podkarpackie,m. Przemyśl,2023,251862011000,18,100.0,175.0,358.0,146.0,27.0,185.0
podkarpackie,m. Rzeszów,2023,251863011000,146,234.0,446.0,631.0,301.0,65.0,265.0
podkarpackie,m. Tarnobrzeg,2023,251864011000,7,61.0,124.0,280.0,126.0,39.0,115.0
podkarpackie,mielecki,2023,301811022000,93,244.0,322.0,810.0,534.0,70.0,206.0
podkarpackie,niżański,2023,301812012000,64,321.0,210.0,386.0,197.0,72.0,117.0
podkarpackie,przemyski,2023,301813012000,14,97.0,144.0,217.0,124.0,21.0,72.0
podkarpackie,przeworski,2023,301814022000,25,104.0,148.0,254.0,137.0,36.0,81.0
podkarpackie,ropczycko-sędziszowski,2023,301815012000,18,131.0,128.0,192.0,112.0,20.0,60.0
podkarpackie,rzeszowski,2023,301816023000,53,227.0,311.0,614.0,288.0,80.0,246.0
podkarpackie,sanocki,2023,301817022000,41,142.0,226.0,257.0,120.0,26.0,111.0
podkarpackie,stalowowolski,2023,301818022000,59,157.0,240.0,270.0,157.0,24.0,89.0
podkarpackie,strzyżowski,2023,301819012000,9,71.0,94.0,155.0,81.0,16.0,58.0
podkarpackie,tarnobrzeski,2023,301820013000,8,79.0,137.0,236.0,134.0,22.0,80.0
podkarpackie,łańcucki,2023,301810022000,12,147.0,218.0,304.0,180.0,42.0,82.0
podlaskie,augustowski,2023,202001000000,29,182.0,199.0,333.0,167.0,61.0,105.0
podlaskie,białostocki,2023,202002000000,49,329.0,505.0,735.0,369.0,58.0,308.0
podlaskie,bielski,2023,302003011000,16,213.0,274.0,404.0,228.0,79.0,97.0
podlaskie,grajewski,2023,302004011000,5,149.0,221.0,441.0,197.0,69.0,175.0
podlaskie,hajnowski,2023,302005022000,20,121.0,121.0,200.0,83.0,49.0,68.0
podlaskie,kolneński,2023,302006022000,12,91.0,131.0,325.0,138.0,67.0,120.0
podlaskie,m. Białystok,2023,252061011000,123,738.0,1090.0,1471.0,733.0,111.0,627.0
podlaskie,m. Suwałki,2023,252063011000,14,96.0,248.0,142.0,96.0,9.0,37.0
podlaskie,m. Łomża,2023,252062011000,2,18.0,146.0,166.0,122.0,16.0,28.0
podlaskie,moniecki,2023,302008013000,10,79.0,86.0,162.0,76.0,19.0,67.0
podlaskie,sejneński,2023,302009022000,2,53.0,82.0,80.0,49.0,7.0,24.0
podlaskie,siemiatycki,2023,302010023000,12,174.0,193.0,279.0,147.0,43.0,89.0
podlaskie,sokólski,2023,302011013000,22,133.0,192.0,370.0,134.0,66.0,170.0
podlaskie,suwalski,2023,302012012000,11,77.0,103.0,194.0,94.0,31.0,69.0
podlaskie,wysokomazowiecki,2023,302013023000,8,96.0,159.0,269.0,100.0,37.0,132.0
podlaskie,zambrowski,2023,302014022000,11,129.0,184.0,197.0,118.0,35.0,44.0
podlaskie,łomżyński,2023,302007013000,4,102.0,127.0,248.0,118.0,37.0,93.0
pomorskie,bytowski,2023,302201012000,91,143.0,205.0,412.0,177.0,44.0,191.0
pomorskie,chojnicki,2023,302202023000,17,187.0,256.0,420.0,219.0,36.0,165.0
pomorskie,człuchowski,2023,302203023000,8,131.0,226.0,192.0,136.0,23.0,33.0
pomorskie,gdański,2023,302204022000,80,127.0,197.0,324.0,128.0,11.0,185.0
pomorskie,kartuski,2023,302205012000,100,172.0,398.0,846.0,327.0,152.0,367.0
pomorskie,kościerski,2023,302206022000,96,136.0,252.0,466.0,170.0,33.0,263.0
pomorskie,kwidzyński,2023,302207022000,36,73.0,104.0,192.0,66.0,12.0,114.0
pomorskie,lęborski,2023,302208032000,46,95.0,213.0,288.0,140.0,22.0,126.0
pomorskie,m. Gdańsk,2023,252261011000,209,1077.0,1077.0,1268.0,781.0,99.0,388.0
pomorskie,m. Gdynia,2023,252262011000,66,309.0,366.0,525.0,262.0,51.0,212.0
pomorskie,m. Sopot,2023,252264011000,20,66.0,98.0,152.0,83.0,32.0,37.0
pomorskie,m. Słupsk,2023,252263011000,76,245.0,327.0,283.0,166.0,18.0,99.0
pomorskie,malborski,2023,302209032000,22,137.0,248.0,268.0,162.0,23.0,83.0
pomorskie,nowodworski,2023,302210011000,20,80.0,118.0,160.0,64.0,8.0,88.0
pomorskie,pucki,2023,302211011000,34,160.0,212.0,487.0,177.0,91.0,219.0
pomorskie,starogardzki,2023,302213042000,69,239.0,418.0,658.0,327.0,77.0,254.0
pomorskie,sztumski,2023,302216013000,28,79.0,123.0,208.0,84.0,31.0,93.0
pomorskie,słupski,2023,302212022000,97,203.0,291.0,336.0,197.0,24.0,115.0
pomorskie,tczewski,2023,302214023000,94,212.0,271.0,512.0,192.0,31.0,289.0
pomorskie,wejherowski,2023,302215042000,88,395.0,643.0,1171.0,531.0,162.0,478.0
warmińsko-mazurskie,bartoszycki,2023,302801011000,22,136.0,215.0,473.0,254.0,31.0,188.0
warmińsko-mazurskie,braniewski,2023,302802011000,14,56.0,64.0,110.0,46.0,15.0,49.0
warmińsko-mazurskie,działdowski,2023,302803011000,28,219.0,240.0,508.0,209.0,61.0,238.0
warmińsko-mazurskie,elbląski,2023,302804012000,22,86.0,142.0,270.0,109.0,13.0,148.0
warmińsko-mazurskie,ełcki,2023,202805000000,40,272.0,211.0,295.0,189.0,25.0,81.0
warmińsko-mazurskie,giżycki,2023,202806000000,13,85.0,121.0,256.0,168.0,43.0,45.0
warmińsko-mazurskie,gołdapski,2023,302818012000,11,79.0,81.0,140.0,70.0,11.0,59.0
warmińsko-mazurskie,iławski,2023,302807011000,59,241.0,357.0,478.0,214.0,40.0,224.0
warmińsko-mazurskie,kętrzyński,2023,302808022000,14,133.0,178.0,286.0,171.0,42.0,73.0
warmińsko-mazurskie,lidzbarski,2023,302809022000,29,89.0,118.0,254.0,95.0,19.0,140.0
warmińsko-mazurskie,m. Elbląg,2023,252861011000,35,177.0,295.0,362.0,251.0,21.0,90.0
warmińsko-mazurskie,m. Olsztyn,2023,252862011000,58,14.0,203.0,266.0,159.0,16.0,91.0
warmińsko-mazurskie,mrągowski,2023,302810023000,9,87.0,92.0,147.0,85.0,5.0,57.0
warmińsko-mazurskie,nidzicki,2023,302811012000,8,56.0,64.0,150.0,54.0,24.0,72.0
warmińsko-mazurskie,nowomiejski,2023,302812022000,12,138.0,155.0,189.0,133.0,13.0,43.0
warmińsko-mazurskie,olecki,2023,302813032000,27,104.0,133.0,280.0,110.0,21.0,149.0
warmińsko-mazurskie,olsztyński,2023,302814013000,60,275.0,326.0,420.0,243.0,40.0,137.0
warmińsko-mazurskie,ostródzki,2023,302815022000,33,196.0,250.0,406.0,180.0,59.0,167.0
warmińsko-mazurskie,piski,2023,302816013000,14,180.0,266.0,330.0,212.0,49.0,69.0
warmińsko-mazurskie,szczycieński,2023,302817022000,22,59.0,95.0,212.0,68.0,8.0,136.0
warmińsko-mazurskie,węgorzewski,2023,302819012000,20,68.0,85.0,120.0,54.0,21.0,45.0
wielkopolskie,chodzieski,2023,303001022000,74,57.0,196.0,383.0,140.0,60.0,183.0
wielkopolskie,czarnkowsko-trzcianecki,2023,203002000000,166,202.0,271.0,517.0,239.0,128.0,150.0
wielkopolskie,gnieźnieński,2023,303003023000,101,250.0,419.0,874.0,367.0,117.0,390.0
wielkopolskie,gostyński,2023,303004013000,41,47.0,123.0,223.0,97.0,43.0,83.0
wielkopolskie,grodziski,2023,303005012000,40,50.0,88.0,309.0,129.0,56.0,124.0
wielkopolskie,jarociński,2023,303006012000,17,89.0,180.0,382.0,158.0,35.0,189.0
wielkopolskie,kaliski,2023,303007012000,24,50.0,111.0,219.0,106.0,62.0,51.0
wielkopolskie,kolski,2023,303009022000,33,123.0,199.0,424.0,167.0,102.0,155.0
wielkopolskie,koniński,2023,303010013000,67,127.0,168.0,326.0,156.0,74.0,96.0
wielkopolskie,kościański,2023,303011023000,46,190.0,294.0,618.0,237.0,130.0,251.0
wielkopolskie,krotoszyński,2023,303012023000,49,106.0,192.0,342.0,146.0,41.0,155.0
wielkopolskie,kępiński,2023,303008012000,13,90.0,124.0,221.0,103.0,56.0,62.0
wielkopolskie,leszczyński,2023,303013012000,15,60.0,106.0,244.0,102.0,41.0,101.0
wielkopolskie,m. Kalisz,2023,253061011000,30,83.0,261.0,327.0,143.0,47.0,137.0
wielkopolskie,m. Konin,2023,253062011000,24,46.0,260.0,339.0,250.0,54.0,35.0
wielkopolskie,m. Leszno,2023,253063011000,14,81.0,147.0,180.0,109.0,14.0,57.0
wielkopolskie,m. Poznań,2023,253064011000,1301,1301.0,649.0,2291.0,1339.0,347.0,605.0
wielkopolskie,międzychodzki,2023,303014012000,16,91.0,110.0,128.0,69.0,26.0,33.0
wielkopolskie,nowotomyski,2023,303015012000,47,70.0,145.0,213.0,96.0,18.0,99.0
wielkopolskie,obornicki,2023,203016000000,14,58.0,164.0,261.0,136.0,21.0,104.0
wielkopolskie,ostrowski,2023,303017023000,43,702.0,796.0,1280.0,674.0,294.0,312.0
wielkopolskie,ostrzeszowski,2023,303018012000,47,74.0,199.0,381.0,180.0,57.0,144.0
wielkopolskie,pilski,2023,303019022000,118,222.0,438.0,760.0,303.0,55.0,402.0
wielkopolskie,pleszewski,2023,303020012000,35,67.0,96.0,176.0,77.0,11.0,88.0
wielkopolskie,poznański,2023,303021033000,233,823.0,1290.0,2419.0,1021.0,451.0,947.0
wielkopolskie,rawicki,2023,303022013000,26,92.0,117.0,277.0,109.0,24.0,144.0
wielkopolskie,szamotulski,2023,303024022000,57,128.0,201.0,537.0,196.0,128.0,213.0
wielkopolskie,słupecki,2023,303023022000,30,60.0,113.0,186.0,64.0,28.0,94.0
wielkopolskie,turecki,2023,303027022000,28,92.0,138.0,242.0,113.0,44.0,85.0
wielkopolskie,wolsztyński,2023,303029012000,41,33.0,84.0,247.0,76.0,65.0,106.0
wielkopolskie,wrzesiński,2023,303030012000,38,46.0,90.0,199.0,86.0,28.0,85.0
wielkopolskie,wągrowiecki,2023,303028022000,27,77.0,112.0,340.0,142.0,70.0,128.0
wielkopolskie,złotowski,2023,303031023000,42,102.0,164.0,341.0,149.0,69.0,123.0
wielkopolskie,średzki,2023,303025012000,75,96.0,164.0,373.0,175.0,50.0,148.0
wielkopolskie,śremski,2023,303026012000,60,79.0,196.0,459.0,143.0,35.0,281.0
zachodniopomorskie,białogardzki,2023,303201011000,26,23.0,47.0,67.0,28.0,2.0,37.0
zachodniopomorskie,choszczeński,2023,303202012000,52,85.0,105.0,143.0,79.0,12.0,52.0
zachodniopomorskie,drawski,2023,303203013000,41,70.0,105.0,166.0,84.0,33.0,49.0
zachodniopomorskie,goleniowski,2023,203204000000,72,174.0,187.0,213.0,129.0,28.0,56.0
